mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
-334.71373211267985,99.00493651534075,11.194511454382397,18.256764675420364,3.43680839422473,2.0946304274108933,-5.703312219521608,-11.281710538679832,-7.773894880145973,-10.69969707296562,3.9705240313616583,-9.426505372428222,-5.390988250048404,1
-359.3060065232665,100.23790274775081,19.42156579799604,21.467924887114354,8.30271384584396,3.223154840818012,-1.9934796587286776,-9.003594623410482,-6.835285990065631,-8.121011617356169,3.118923717545349,-12.005447316449818,-1.6075196025982366,0
-373.71209739703625,109.28757470612562,19.55330639800032,20.77796227256127,12.320392727470994,-2.2856548953166467,-5.024422806619396,-7.977646117142625,-6.467663096374391,-8.77210086709926,1.0034085356331957,-8.658757747443317,-6.828917816363745,2
-378.10081878765544,110.46162684597908,23.815858729063574,18.992570879522248,9.773390325518228,2.2459508390411567,-5.24544481802783,-7.0855451211057225,-7.447489769325282,-10.385158187853126,1.9413577820451202,-8.054310430371627,-4.292848791922757,2
-365.1347531075659,112.83180629826668,17.2748456980139,20.055116556635266,9.224937051971473,-3.3070286766655657,-6.011868412009336,-9.456338260488037,-6.410626267227814,-11.048567687564601,2.8213430807792013,-5.047011022145838,-5.594613722793844,2
-330.06223291962345,99.34408734866477,6.539262391823333,34.68722169570585,7.752709854484139,-4.507853104398875,-4.4164535451939475,-10.334470493953335,-5.783788654254743,-13.824580705577674,-0.4284647241552758,-10.58019551205286,-7.84921933072009,3
-375.44122235935794,105.68005157053918,16.526450904171142,31.41728213541429,13.154473159860835,-6.7531526987902835,0.34420217598718844,-5.600591552185366,-11.284393607036945,-10.907323540843121,0.2878125060163413,-10.996975514378212,-5.7988157878041475,5
-287.60412055244865,96.18132451734145,3.4462074942818193,37.569611802717944,6.045675162019252,-8.070044735236188,-5.969067780109865,-10.29498399939557,-7.760944499611408,-16.25091358405384,0.9935989371097339,-8.768344062706669,-9.982223589956668,4
-320.92865013265396,99.34250797210929,13.585086033300067,30.108083193832307,2.24524262945928,-6.493819236783659,-0.5742383589971758,-11.182260820643396,-10.092662882009762,-13.674297629878955,-1.0076171473632585,-11.865167389300854,-9.350989273880973,1
-355.18941727776956,105.0692887031511,15.682560277940343,32.02046961095916,4.262207264648296,-1.1772912002626923,-0.2178649533109494,-9.334905066701896,-6.91467743877517,-15.692428524258675,0.35435956933039225,-8.103946166212271,-9.010103602004921,0
-352.78738933698276,109.33949120751265,12.228818834012586,29.719228501665228,7.9661095144902525,-6.503591458528467,1.2316635112961514,-6.075719690829316,-13.609248009525393,-10.701471410625839,1.8714934389936089,-8.486854871713515,-6.716945321919583,2
-299.3817050151396,100.58639649167158,-1.0289392107127968,21.0733079800959,10.283516989111918,-5.675363631860362,-9.639864150263628,-8.17821742196065,-4.391294975282478,-11.046255409303571,2.55199594902873,-10.777922863216778,-10.202144815267415,3
-321.96737183504064,93.63581128945408,-0.28045243760970656,25.003523720398135,8.978344347749346,-1.7322630121828964,-2.6667235266260265,-5.5391771355946355,-5.326682813939385,-8.061406980902163,2.270434653731211,-12.294484703919364,-4.35233269268691,5
-271.5431285037743,100.36602546105696,-3.8075146141449996,15.63711860230759,7.483558999190161,-7.072514219702252,-11.232880109934365,-8.93403159044442,-4.926763770954022,-10.575488714933133,1.6039900141788388,-12.484957130672443,-11.140766251038572,4
-296.43850864785327,103.56429292971191,-0.44485046927813043,17.19092259603183,10.389381227185945,-5.774421660291379,-12.614071559370151,-8.299213993955226,-5.641303667012718,-10.091156880522577,1.5479717303558924,-10.393320112258733,-9.579853972035822,1
-333.64304815603447,107.92457085146717,5.524385153206255,23.810025554569133,9.5625213084332,-1.8024906470693955,-8.832831667347774,-5.296073408201754,-7.089487745471342,-10.775365585897182,4.191173305741605,-12.776387185577342,-8.2195942478214,0
-365.2623899440694,102.96522100087053,12.176180207142366,26.51106808499128,16.67709974973829,-1.5064453725521705,-3.7099589275753853,-6.429668214099841,-7.533912642336658,-6.962160701430277,0.27891762409249743,-13.399949668015815,-4.484671219900116,2
-287.42461995780064,85.82679402144647,18.67215489245076,25.12293432175335,6.783466268989497,-9.064777640751014,-10.336491098545093,-10.816506652706543,-4.975135366183052,-13.279205673057175,1.9607238213518243,-12.658176578725918,-6.296338105078285,3
-318.53555408618416,86.17564501554024,19.21157555469964,23.571919585230585,11.573096434796174,-6.510491855197327,-8.459117101900901,-7.455664195235834,-4.789794132758905,-10.820996216068147,0.9592637766583728,-12.058935074795919,-4.114044444669222,5
-275.3664633277374,85.95811697988877,12.036095313555917,16.725714199401164,8.080684601416557,-10.099030282599987,-9.029691753566683,-5.9806247935043615,-7.994079451930171,-15.210058066433556,-0.08349928583408416,-10.443166287053328,-7.293344771514671,4
-274.500153577457,88.02318636721355,8.496507544537089,20.583086141506634,7.770723397697872,-9.570622590112398,-8.8749921852738,-9.633629380084294,-6.635003230237203,-14.094615331498977,1.1187607247742923,-8.589426390936499,-4.868966214347048,1
-334.1861364826765,90.10680256044637,18.4319713621461,29.655499064521337,12.837328654635247,-2.585035748113939,-11.12872401818789,-7.628470280774186,-6.256367946774439,-14.162640032764704,1.181864864253779,-13.829614794572151,-7.954169006652828,0
-370.89704593150105,96.39686238772745,20.583960025771134,27.1093912349153,16.737367837517176,-0.2042366300800783,-7.793385164650562,-4.193437892025745,-5.056154736683297,-11.86988573604631,1.3431690146624693,-10.752494012107011,-7.375527641810608,2
-262.6557556470947,100.1293530590732,-1.877944567269256,12.353275675533826,-9.75381363348466,-3.0155961841112786,-4.052601402704705,-12.354278491709985,-6.715515066352021,-15.221954465687379,5.902221022450302,-11.4559088447776,-8.403960123181266,3
-345.9841643939731,111.65133807473207,11.3861492973171,18.88424446283081,2.1014698848196405,1.4685394486586743,2.614058091978773,-6.692047866935436,-7.344427913164777,-9.480720576480676,4.025723319679923,-8.750053609873158,-5.373689813151519,5
-304.5574638869429,100.51478965107927,6.284647226186776,12.847016855992308,1.7805623593332935,-1.878812917176822,-2.9110273584613404,-8.183467630697216,-7.525688285795429,-14.07870092042867,2.605443844211512,-8.517705368658175,-5.946510283642848,4
-287.3194193906117,104.20263974823159,-2.4071634022281594,14.732058612035662,-2.8391512005624158,-6.84741937466383,-2.4076145958398305,-9.707533504529465,-8.020353363166004,-13.535045054749679,1.1581087003022428,-10.639793596627019,-9.513592010744354,1
-323.8726096099443,109.83379163836929,4.781531450739972,19.458858014903573,-2.2376259459162666,-1.2789011011120326,-2.703445062298213,-7.813904032146344,-6.587556117350072,-14.840585876270145,4.884838321404364,-9.624275171572796,-9.486605624894834,0
-375.6250353226283,116.25921541030128,16.127873698594446,20.039298245982394,7.300259614435719,-0.7207003391543079,0.15737611077251654,-5.294397902608221,-10.41391728548942,-8.724139799198198,2.002799970266614,-9.753045464849384,-4.686473067330228,2
-327.6835513541557,97.69257270134425,12.689011707840617,20.26145235435162,5.5510788939696045,-1.8598146456840274,-2.849790770702107,-6.1191047849522615,-10.787846429729292,-11.826200517221784,5.351536685216827,-10.559080750926016,-6.159095926817893,3
-347.3984568570372,103.28824193495514,15.806313071463855,17.779591404986252,8.053670560743285,0.7621238165673707,-4.222564072757198,-7.245190580200059,-8.22144991531029,-9.918447154375444,1.2302954740674987,-10.566322299486732,-4.272392870687055,5
-320.7900942891998,94.17466149851317,13.741602027133046,22.389290949961946,7.723781226174287,0.08548949264184867,-4.280536485778753,-7.9899669150445485,-6.68657138955535,-11.783326973659717,1.2079551230488794,-11.486638563596706,-5.21347941892792,4
-318.1901872607097,100.05148405339466,9.611955411008115,17.84799813845641,7.209675026563451,-0.9742694775261771,-4.08185301713072,-9.79043229588382,-10.488619415433064,-7.74493547582086,4.153225950170796,-11.93926961172849,-8.464513809342163,1
-342.9548663178365,107.7211988035102,15.593036663913765,16.33822212821862,2.9617379748864714,3.043151065374987,-7.021815263948707,-10.735676699973409,-8.338855604055166,-12.822416334717705,5.682325476598649,-13.49664084811943,-6.979403257691038,0
-372.7203239639426,103.00924060550275,23.253201513669186,20.4864843095786,9.924527065918348,3.746205932749358,0.19792978422300156,-5.349583738948824,-10.72117802257274,-9.290921147490366,0.61937203001896,-10.93182933286969,-4.107333421582583,2
-296.16418589748326,100.21587803969146,16.567305475563224,28.744324576436757,-5.937138172224859,-8.920163957451342,-4.556494848210795,-13.513139735543543,-6.898041198783381,-17.84296460342141,0.6443427867746078,-9.384680253428604,-5.572609797479024,3
-338.35965006059433,111.07629591551964,21.527881365814153,26.859608468330492,-0.26593766137224045,-3.896033493678414,-3.1306792898336324,-10.260178617849734,-5.387048027419787,-12.84253242639305,-1.228471321148016,-11.9560398302153,-2.5959760715305253,5
-291.75253231172724,101.64370744785658,12.850021271238926,24.35703376805153,-2.84504541596659,-9.490444073350412,-6.149818690847952,-11.236503194406483,-8.452049140434976,-16.610603404480997,-3.454322595730065,-12.766244026363042,-3.346026699728147,4
-289.6898404133883,102.04841409923303,13.638750368230706,22.25248653908066,-4.464314083867011,-9.933289887081967,-6.1845385232421375,-9.003252343413232,-7.369467597894602,-18.750326864747215,0.21949184747096898,-8.44415290976121,-7.935849177516805,1
-325.90028281903614,105.76817000847142,16.281541249548233,29.123198458440342,-3.4166004872404976,-7.112519827960672,-1.9681479033060394,-11.152590697926858,-10.136296113008616,-17.324938165869398,0.13837981487703827,-11.43742756726715,-6.603011998442822,0
-356.52074029094575,112.496970878929,18.118890405862096,25.936777315006413,3.168022286430885,-5.259408239110505,-2.416232020563682,-6.893661003110843,-8.5164648696382,-13.702415270002048,-3.5868695646253865,-11.46650677170429,-0.19774283970973633,2
-286.45364733999287,92.3414884096761,19.0324009685287,25.630452867992442,-3.249156000765481,-7.839002030169648,-5.322974787757101,-17.168582721317005,-4.670531222522358,-13.414951435688245,-1.3769984505116881,-10.352445986930787,-5.079062570728232,3
-327.18786635755424,98.98961265770204,23.380597359702275,24.0343635127647,1.8457990391142218,-8.283827547815843,-5.708090188644334,-10.745717632773772,-6.929653490883701,-11.909477723468154,-0.9740224870912931,-11.603932277010248,-5.43064402402022,5
-305.50744836616775,94.66423572929236,19.59553493728129,21.73398292169359,0.2525991739537166,-5.2237989890427405,-6.9457168786707,-13.850957165987937,-4.725901878455652,-14.25088764733577,-3.0407794451761734,-10.832093879790492,-6.349968166220808,4
-325.7169796689817,96.8289787380469,21.08902431280528,25.178975716159883,-0.8470705153875696,-1.0428379562248682,-5.486160871342124,-13.388054957184355,-3.6098133003688684,-14.95924968860131,-1.633588411906106,-11.487251678425373,-4.995133196088175,1
-351.2637568609118,99.65266857328758,24.973661713926056,27.550337370208794,3.970343518421968,-3.519287981277752,-9.249926322881528,-10.64461137209163,-3.2420340320135805,-16.108873873536446,-1.419339583826639,-10.558763738354507,-6.386205949035191,0
-381.0173338812245,105.64616533734834,26.110747225786813,27.294097106414743,9.881466282928635,-1.7903882233302417,-3.7576458595948763,-10.257005622876129,-7.861269834681761,-9.476043551994344,-2.0460721685416967,-9.956872852164052,-3.310397932171851,2
-312.4231952757086,93.28507653756105,4.19412870254266,30.80419843338795,6.737413878733419,-7.588416659122799,-10.437237498192522,-3.289188944326692,-2.8112245406053904,-16.197352744964217,6.262372796428247,-16.040034613269263,-6.922758893607452,3
-303.6746060090818,102.93439764440055,-3.63829893657623,23.745080871566074,14.20728776076332,-7.136863319763535,-17.69852782223455,-7.8561668586215045,-1.9731030695088516,-14.14014227118386,5.419897231007367,-13.787245342220622,-5.913247247107956,5
-306.08552762205335,95.13748960065284,1.8060575260295877,23.862440912252723,14.347609952401704,-7.836471980002008,-10.047389407307918,-5.605266727599074,-1.8349407447056345,-13.271941908519373,0.49188025157046544,-11.481870493643834,-5.497311508878486,4
-291.58928835009834,99.36717760941949,-3.8402282773082823,22.34281903713395,11.936797351692794,-11.616528258233993,-10.679273700606593,-6.223990971178998,-4.171190052862384,-15.766657609158143,4.494315557325769,-12.863938816513004,-9.83022189478157,1
-356.4894301995202,106.01914036153634,7.693698527721942,29.856967942138418,11.645415174983752,-0.24744586999482948,-10.990410921128543,-7.734017607851962,-2.6031298222593917,-11.162862494562138,3.171133861334322,-12.860225626396211,-6.123363640501773,0
-377.70532485058646,98.46032973309806,14.440979419664805,30.037184130591278,17.499438558534877,-2.716835164029712,-4.81080875602059,-5.199543701314986,-3.8761800238737334,-9.367298713291424,0.23809482166615734,-11.905565075927598,-5.2550562210797835,2
-272.2749528400502,64.08115093474338,19.396006859332502,23.14256445123513,7.619785568499218,-0.12162421610422959,-9.496593573996854,-12.836331219756037,-5.558551477876764,-16.90541935426033,3.7582659945057983,-11.469551848233698,-5.782127012378273,3
-316.2974535643515,68.66624431881759,26.673075941656915,19.2335176361517,11.67916042990909,2.231000478095293,-7.7578451753905995,-8.270502441264854,-4.506724696305378,-10.915903478858269,1.9532855274673526,-12.45597686107952,-2.112536414574831,5
-289.1121565370473,70.75365120294806,16.64341355193678,14.29135471674859,10.77505707006818,-2.1999880626845942,-8.043306972408521,-11.647613968088637,-5.680061666756191,-12.090156084886342,1.3876160167393718,-11.398336246455425,-3.1038782487728738,4
-301.9217829476284,78.52674618057326,13.606365962045185,20.7750883343154,14.710494399113186,-4.440640957660033,-9.036342602672013,-10.324452989905033,-5.424506873541724,-12.605709869575408,-1.716747197202431,-12.855651620897177,-4.843214491973452,1
-347.2192572318696,82.314164285071,26.505907164445887,23.767148430752847,14.23401415864847,3.6960449075210327,-9.380505840219683,-8.084443751345304,-5.642427533081837,-13.377283325271723,1.3628795354761531,-15.418908804685303,-3.4027124429450115,0
-374.0686919120593,88.4660189413168,29.793247703277608,23.884034715982345,16.15838558716288,4.089945766809628,-5.16940787730205,-5.738464412062897,-7.059544103363316,-11.9067025284236,-0.04005174822157299,-11.31123637123477,-5.435593063589811,2
-267.99866217958873,83.38302799847226,11.329770841698709,18.82746284873288,-3.032405086054082,-3.459287522049472,-8.470799682123872,-10.418051343228084,-6.138104699849959,-18.25888403683004,3.816426512043089,-11.475033762762955,-3.1445513695921576,3
-340.4862288831963,92.02133823072424,18.27011374992841,20.49834461380108,8.364367868217741,2.324425758523502,-5.063926609009826,-5.5314302013525305,-8.50255456674234,-11.591505812980225,1.1286711641508447,-12.28710297393558,-2.9903516592765413,5
-280.9805205078509,85.62154396074392,11.098026611457051,13.044438376452357,3.5818334727398025,-5.48851316565759,-8.015658334435393,-9.317625834844192,-8.906165090773452,-14.266957345962213,2.272462443231501,-8.210646907981376,-5.904244647393316,4
-285.58624727955885,88.083431430235,10.293267619817929,16.05351615918455,3.600683629195491,-4.326545853886973,-3.7185658328211653,-10.608634322976135,-7.630373461338002,-14.302243191792765,-0.37117115560194425,-8.630271991368486,-5.8039130023364045,1
-337.7313406547951,96.28705847863881,17.811234078729672,22.43307374283663,4.1836118874237975,4.4765298131215125,-5.161316648723357,-11.634340888159032,-6.329958638363362,-12.456414695095013,2.292685661300444,-11.141904637956108,-5.1997682306767405,0
-354.14232661950695,99.54059397496364,18.342539873856534,21.05292576657218,10.831986484222176,-0.17758017941253415,-3.481217537387753,-8.450128929826692,-7.745056306103304,-6.871219105319847,0.2245478650219319,-11.786044948275727,-3.8024041098682035,2
-281.75552235857407,53.82696198377966,1.6190018918114366,16.382509441793747,1.6687460060754664,-5.810281711256656,-6.6189035218352865,-0.13099566914297933,-4.737417407932915,-12.188876562211341,3.6962449432923417,-14.468501999760912,-10.433571145923446,3
-349.8981040368014,83.68775598097378,14.040211813818127,21.71620560594497,10.107818493244952,-3.5342603520953753,-8.121924154045084,-0.10375850246905234,-2.668809501920958,-11.679729406905771,2.728540777611587,-12.472846308365934,-5.832859504654512,5
-363.5917709757403,88.10157719639884,17.253574924557217,26.476834008103584,9.61674385905501,0.9390911623057142,-7.595334007904004,-0.4228229445538492,-2.375662640007388,-15.148702763968751,0.23427186218207396,-11.54743099025463,-4.348602735354404,4
-342.0993065628054,82.21946655743179,11.381744054598437,25.26724790222218,13.211617523797242,-2.5699311251692176,-6.869275979222341,-3.375406756391018,-6.318507178579055,-11.504033146382461,1.582859398854037,-15.224954277275895,-11.069411998978154,1
-393.30545197249904,98.79767927098268,23.36839209279197,25.855280860340024,11.465305578731549,0.5528014907266002,-6.099834296100594,-1.7352737746127607,-6.6026151744387205,-11.685976806757992,2.9040444253491255,-10.80484834952494,-4.262031753695226,0
-397.46075975026133,94.72449548987429,20.0942387018423,32.30732067342103,16.388824687770924,-1.1060320861247235,-10.674693534187158,3.022604793735463,-5.448181136934275,-12.50913078477051,2.968825552399582,-12.08061125296735,-2.994122486715907,2
-344.91115356365816,90.40938085871865,12.737001080420203,15.482505169505561,5.710856523125548,3.1668223105701525,-8.689299246040175,-5.04788116907662,-1.9427645419691586,-7.424332903123557,0.9747414109929327,-14.291683188858764,-3.4930956738554184,3
-328.3362224135889,84.13789986315864,5.0167116330660955,7.716351465597945,6.212747521510401,6.9346101277309495,-7.406196979361382,-8.781249442312449,-2.9307452328997194,-12.490044019067687,-2.7219346567002427,-17.344198652950173,-2.053457490557896,3
-322.348174930525,84.44967785281403,6.176449422468516,12.778706777655366,4.571689461679001,2.093137152362163,-8.438979425122257,-8.593374711296887,-3.1507455507780726,-10.471149043471465,3.292478395349041,-11.532637825557693,-0.4537383971075296,3
-418.63075183302885,109.82101228866742,24.35131575757785,21.238279466749308,13.608073809573707,8.230195713549715,-2.384217183362528,-1.393194494462789,-5.34215199793053,-9.18605569577759,0.28030932598557234,-11.146672398229837,-7.639408714151875,5
-374.7839751919528,95.7685996837333,13.449397760034039,21.911406175824954,7.71633486009623,4.469294551884606,-6.736061347080147,-2.2046363718577853,-3.8114941084551783,-9.687767594012417,4.186367642951526,-11.506974395720315,-4.906945152593589,5
-336.49533871885063,87.95773970738651,5.909483724999296,18.80653406463453,5.64176939826485,1.871142610330267,-7.356550329007309,-0.9611598448622257,-1.3825536148479496,-10.956876751775317,1.3875319144211768,-13.347934183976255,-3.279987423911639,5
-346.850188842368,84.11992728362627,5.248171576773712,25.368548236258494,11.261227321930397,2.012045214891238,-10.498743041559447,-1.1028668836851774,1.5396993149356288,-14.120237323037866,0.13510970229457966,-12.732055740957136,-6.613121211842426,4
-385.6736938922474,98.28082131393622,14.667045755130975,19.67559560922156,15.288822073993828,5.0427800029966035,-9.05127628017971,0.9148246086625689,-2.003012990998849,-9.182040015541917,-3.14065731106116,-13.874692794770855,-5.429907616263867,4
-382.5660931279906,98.15660867781108,16.10468400241974,16.742096184265005,16.47542423628405,3.403807435601198,-9.271460319254986,-2.167589713068487,-1.7531867352721549,-7.752387300456827,0.37896140796114597,-14.367647494378593,-5.333485701375247,4
-308.2035264646366,81.24801194908032,-4.428009532512679,22.898545107386113,3.056792595542736,-1.326333068325453,-14.412055921124239,-3.5948826918555437,2.8742276038126318,-15.709521902675046,2.073084780151469,-12.586711364663682,-6.0740159746231654,1
-390.6756017511177,99.0113646788267,20.483260682611117,21.89270288580699,12.449900830413128,2.9015185606822733,-5.249895326837458,-2.172327473375995,-2.924599340638915,-8.7391138671923,-0.6529416947438013,-11.913143638714844,-5.8284495996341725,1
-366.6627853843172,100.53798699412798,13.051111957974049,18.44192364011348,6.440582811287924,4.19574621634266,-6.634751298964384,-6.804354166514734,-1.4250568468338065,-10.770475192365842,0.10978212235998773,-14.042801294412097,-4.3889084034987835,1
-410.20030909772476,103.66059932957296,27.177617239211457,18.100515349539073,12.782658387377621,5.371924663381172,-5.418776266310527,-3.8402264224778677,-3.597185516347211,-6.57630771953909,-2.731668098398991,-11.523942318891327,-4.727312452716279,0
-429.7629202387233,108.8255398393916,27.63953447931299,21.88150336731195,13.983762118243664,7.578070323180428,-2.821516142903749,-2.6631914246412594,-3.8122269178359875,-4.319953524121549,-1.9753218924661338,-11.525710039168176,-6.617825397527654,2
-429.051698607099,105.38796556126157,29.212084200935017,19.060922653793277,17.16629280650792,8.915289591249927,-3.819296681623092,-3.821965319304735,-3.7870416845699664,-5.905706858239045,-3.5107097968584213,-13.097187118128346,-6.0155839079135545,2
-426.5450375452021,108.05822158081689,27.327711905328577,21.16102863864265,14.263338685973098,8.331539399741564,-3.203236099876344,-2.382527528560922,-3.0962377255769815,-6.564660060675239,-2.283641448665419,-10.86484999270278,-6.063816146167623,2
-282.5892516320394,69.03909903836039,3.2026698416277672,18.68766686384152,-3.2639773386862343,1.8597195224410885,-9.661646932646734,-7.037944436474233,-4.222229861411389,-11.678422195079204,7.478820237766094,-18.7412745520125,-6.4220274269884925,3
-387.35379793681915,98.82880310192012,13.810730048744995,27.0747426618243,14.483035034146129,2.832506179657874,-7.7976668266129865,-1.673050108879583,-2.0044092107771228,-10.829702293011117,-0.6544188780806635,-13.289731636719068,-7.854838601521778,5
-387.3297077763102,102.96073302068608,23.346407048614665,20.661234695386685,9.25008849628184,2.0382781304179693,0.9399377003269566,-6.980245880595879,-6.147218740318656,-10.569033264048473,-2.340988768375039,-13.431257122527239,-6.154649502611386,4
-341.67169234559594,90.92704067356465,4.03464819618135,26.977201240197857,11.146394496300516,0.28931787715330637,-8.969598583065917,-2.80538564165806,-4.465775421700174,-14.21505344792355,1.3848782386861058,-12.129827432590716,-7.718767163402664,1
-399.2595387886724,104.53820662634577,21.2791848911191,25.957209868262034,14.422441725569929,1.2134056770352788,-4.76570185397022,-6.326545982677405,-4.969394127579097,-9.34900941601862,-1.8729210933044917,-14.719014839076856,-4.84058221510999,0
-398.20037756175327,108.77750656973714,19.43019375173847,23.826202070033737,14.350150126721317,2.401067494567639,-5.624409373369415,-1.8522086733250214,-4.752777175310985,-9.698744693801993,-1.5862234958099717,-11.339144512234153,-7.231033014661005,2
-322.44210686066714,84.03502427040473,5.201765075570765,16.91311734785714,8.46639229294397,-2.175682622261543,-7.4488639563964165,-1.4256783148868932,-3.975946978515635,-12.937086180120502,0.7112534219164088,-14.385496662573878,-3.0205789200782003,3
-341.6907276406468,86.89316200216523,8.411659178339505,19.305497224466784,9.400349092059038,-5.222723421392265,-7.947514715621056,-0.6387932104157418,-1.8326542035336884,-10.303171888007078,1.7697526149209195,-8.496175934504517,-2.732138135171188,5
-385.613975465497,97.32112486895173,18.78736508958824,24.037859174986423,13.065289126912859,-1.8498566826894822,-5.993978530628041,1.4965666452081867,-4.917990232315869,-12.631514118799686,-0.2733347512269336,-11.359808162972016,-4.6016556956662935,4
-339.18457600189737,89.3767353973684,6.805255203796055,19.42008739845124,13.291479500996667,-1.3051603331954706,-8.1682306738815,-1.1566797661355588,-1.6642390172999888,-12.022673163486248,-2.9794975648278035,-13.820028921919423,-8.225685288432476,1
-377.7342018243912,94.33072903187345,18.809137216828045,22.663350584071864,11.063341311636098,-0.15487325380987446,-7.108767469151623,0.8951558908912097,-3.8093049521446027,-10.198141506467342,0.4752734215358651,-12.67015846362685,-3.011933482580013,0
-387.4833017418939,96.05457472983046,19.29312698992959,25.15238562896815,13.901380502344965,0.559402635929198,-6.4282859596964474,1.5741243209594646,-3.9466983427614566,-9.528219213587123,0.17016421647575847,-14.296484216502158,-4.992020962478279,2
-370.5629786814795,90.43420552274299,20.9669760571927,20.68147143862582,15.091239543399187,-2.9842640912914593,-4.015069744513189,0.5170834578650475,-6.797463800207438,-13.502073660778372,-1.590939277291798,-9.608916675426812,-6.938766914492208,3
-376.9582866735491,89.0747753745799,21.855587777246942,21.090223482120876,16.285725168711554,-3.8942337015671575,-6.503303280801513,-1.0323595628850566,-4.1055792270874205,-9.770438078652766,0.30877432059279647,-8.397092795774599,-4.90073259977548,5
